Data;Balance
2018.11.07;17970.00
2018.11.07;17970.00
2018.11.08;17894.00
2018.11.08;17894.00
2018.11.08;17894.00
2018.11.09;18087.00
2018.11.09;18087.00
2018.11.09;18087.00
2018.11.12;18222.00
2018.11.12;18222.00
2018.11.12;18222.00
2018.11.13;18146.00
2018.11.13;18146.00
2018.11.13;18146.00
2018.11.14;18306.00
2018.11.14;18306.00
2018.11.14;18306.00
2018.11.14;18426.00
2018.11.14;18426.00
2018.11.14;18426.00
2018.11.16;18459.00
2018.11.16;18459.00
2018.11.16;18459.00
2018.11.21;18565.00
2018.11.21;18565.00
2018.11.21;18565.00
2018.11.22;18521.00
2018.11.22;18521.00
2018.11.22;18521.00
2018.11.23;18476.00
2018.11.23;18476.00
2018.11.23;18476.00
2018.11.28;18593.00
2018.11.28;18593.00
2018.11.28;18593.00
2018.11.28;18728.00
2018.11.28;18728.00
2018.11.28;18728.00
2018.11.29;18842.00
2018.11.29;18842.00
2018.11.29;18842.00
2018.11.30;18821.00
2018.11.30;18821.00
2018.11.30;18821.00
2018.12.03;18956.00
2018.12.03;18956.00
2018.12.06;19070.00
2018.12.06;19070.00
2018.12.06;19070.00
2018.12.07;19181.00
2018.12.07;19181.00
2018.12.07;19181.00
2018.12.10;19114.00
2018.12.10;19114.00
2018.12.10;19114.00
2018.12.12;19032.00
2018.12.12;19032.00
2018.12.12;19032.00
2018.12.13;19063.00
2018.12.13;19063.00
2018.12.13;19063.00
2018.12.14;19012.00
2018.12.14;19012.00
2018.12.14;19012.00
2018.12.17;19087.00
2018.12.17;19087.00
2018.12.17;19087.00
2018.12.19;19047.00
2018.12.19;19047.00
2018.12.19;19047.00
2018.12.20;18964.00
2018.12.20;18964.00
2018.12.20;18964.00
2018.12.21;18914.00
2018.12.21;18914.00
2018.12.21;18914.00
2018.12.26;18870.00
2018.12.26;18870.00
2018.12.26;18870.00
2018.12.27;18906.00
2018.12.27;18906.00
2018.12.27;18906.00
2018.12.28;18906.00
