<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.02.16 10:35;10608.00;10608.00;0.0000
2017.02.16 10:35;10608.00;10608.00;0.0000
2017.02.17 10:11;10557.00;10631.00;0.0000
2017.02.17 10:38;10557.00;10574.00;0.0000
2017.02.17 10:39;10557.00;10557.00;0.0000
2017.02.17 11:54;10603.00;10556.00;0.0000
2017.02.17 12:14;10603.00;10603.00;0.0000
2017.02.17 12:15;10603.00;10603.00;0.0000
2017.02.21 11:19;10658.00;10572.00;0.0000
2017.02.21 12:07;10658.00;10659.00;0.0000
2017.02.21 12:07;10658.00;10658.00;0.0000
2017.02.22 10:13;10607.00;10686.00;0.0000
2017.02.22 11:54;10607.00;10608.00;0.0000
2017.02.22 11:55;10607.00;10607.00;0.0000
2017.02.23 12:11;10659.00;10663.00;0.0000
2017.02.23 12:15;10659.00;10659.00;0.0000
2017.02.24 11:43;10694.00;10633.00;0.0000
2017.02.24 11:47;10694.00;10695.00;0.0000
2017.02.24 11:47;10694.00;10694.00;0.0000
2017.03.02 10:15;10643.00;10706.00;0.0000
2017.03.02 10:26;10643.00;10649.00;0.0000
2017.03.02 10:27;10643.00;10643.00;0.0000
2017.03.02 11:46;10591.00;10688.00;0.0000
2017.03.02 12:09;10591.00;10596.00;0.0000
2017.03.02 12:10;10591.00;10591.00;0.0000
2017.03.03 09:28;10628.00;10586.00;0.0000
2017.03.03 09:36;10628.00;10628.00;0.0000
2017.03.03 09:36;10628.00;10628.00;0.0000
2017.03.03 09:50;10578.00;10642.00;0.0000
2017.03.03 10:09;10578.00;10586.00;0.0000
2017.03.03 10:10;10578.00;10578.00;0.0000
2017.03.03 11:33;10615.00;10547.00;0.0000
2017.03.03 12:14;10615.00;10620.00;0.0000
2017.03.03 12:15;10615.00;10615.00;0.0000
2017.03.06 10:06;10662.00;10578.00;0.0000
2017.03.06 10:14;10662.00;10662.00;0.0000
2017.03.06 10:14;10662.00;10662.00;0.0000
2017.03.06 10:20;10685.00;10644.00;0.0000
2017.03.06 10:28;10685.00;10685.00;0.0000
2017.03.06 10:28;10685.00;10685.00;0.0000
2017.03.06 11:57;10698.00;10719.00;0.0000
2017.03.06 12:03;10698.00;10655.00;0.0000
2017.03.06 12:15;10698.00;10698.00;0.0000
2017.03.07 10:06;10747.00;10686.00;0.0000
2017.03.07 10:25;10747.00;10748.00;0.0000
2017.03.07 10:25;10747.00;10747.00;0.0000
2017.03.07 11:36;10815.00;10816.00;0.0000
2017.03.07 11:36;10815.00;10815.00;0.0000
2017.03.08 09:56;10764.00;10840.00;0.0000
2017.03.08 10:24;10764.00;10770.00;0.0000
2017.03.08 10:25;10764.00;10764.00;0.0000
2017.03.08 11:31;10755.00;10802.00;0.0000
2017.03.08 11:45;10755.00;10729.00;0.0000
2017.03.08 12:15;10755.00;10755.00;0.0000
